word,count,entity
shire ali,8,PERSON
somali-born,1,
melbourne,2,ORG
melbourne,2,ORG
busiest thoroughfares,1,
74-year-old co-owner,1,
pellegrini,1,PERSON
espresso,1,
sisto malaspina,1,PERSON
ali,1,
rookie police,1,
shire ali,8,PERSON
mr rogers,3,PERSON
shire ali,8,PERSON
mr rogers,3,PERSON
efforts,1,
chief commissioner,1,
victoria,2,GPE
graham ashton,1,PERSON
gofundme,1,
mr rogers,3,PERSON
campaign page,1,
own life,1,
ca n't,1,
victorian,1,NORP
lisa neville,1,PERSON
junior police officers,1,
shire ali,8,PERSON
police officers,1,
incredible courage,1,
new recruits,1,
right training,1,
right state,1,
victorians,1,NORP
huge admiration,1,
situation …,1,
shire ali,8,PERSON
asio,1,ORG
syria.police,1,
islamic,2,NORP
peter dutton,1,PERSON
islamic,2,NORP
shire ali,8,PERSON
terrorist group,1,
definite link,1,
is,1,
own mind,1,
shire ali,8,PERSON
family ,1,
werribee,2,PERSON
substance abuse.toxicology results,1,
days.a sheikh,1,
werribee,2,PERSON
shire ali,8,PERSON
sheikh isse musse,1,
mary,1,
abc.he,1,ORG
family home,1,
early hours,1,
sharmake farah,1,
somali,1,NORP
victoria,2,GPE
african-australian,1,NORP
sincere condolence,1,
way police,1,
senior member,1,
victoria,4,GPE
19-year-old university student,1,
melbourne,4,GPE
african-australian,2,NORP
chol,1,
early hours,1,
short-stay apartment,1,
a'beckett,1,
melbourne,4,GPE
cbd.police,1,
young people,1,
out.emergency services,1,
eq tower,1,ORG
serious injuries,1,
ms chol,2,PERSON
pakenham,1,ORG
melbourne,4,GPE
outer south-east,1,
african heritage,1,
crime.last week,1,
prime,1,
malcolm turnbull,1,PERSON
real concern,1,
sudanese,3,NORP
victoria,4,GPE
year home,1,
peter dutton,1,PERSON
melburnians,1,NORP
gang violence,1,
mr dutton,3,PERSON
ms chol,2,PERSON
death,1,
sudanese,3,NORP
major law,1,
order problem,1,
victoria,4,GPE
mr dutton,3,PERSON
sudanese,3,NORP
nsw,1,ORG
queensland,1,
victoria,4,GPE
african-australian,2,NORP
community taskforce,1,
high-profile crimes,1,
commander stuart bateson,1,
similar circumstances,1,
police force,1,
laa chol,1,PERSON
daniel andrews,1,PERSON
mr turnbull,1,PERSON
mr dutton,3,PERSON
mr andrews,1,PERSON
abc,1,
melbourne,4,GPE
exact circumstances,1,
long way,1,
cheap commentary,1,
australian,3,NORP
australia,4,GPE
home.when 18-year-old,1,
rachel nyiramugisha,2,PERSON
childhood memory,1,
african-australian,1,NORP
sand pit,1,
christmas,1,DATE
refugee camp,1,
rebel camps,1,
horrific thing,1,
young girl,1,
ms nyiramugisha,11,PERSON
nyiramugisha,5,PERSON
father,2,
ms nyiramugisha,11,PERSON
nyiramugisha,5,PERSON
democratic republic,1,
congo,2,GPE
rwandan,1,
said.their family,1,
refugee village,1,
uganda.the,1,
nakivale,1,
ugandan,1,
high commission,1,
refugees,1,
unhcr,1,
.as overcrowding,1,
mbarara,1,GPE
kyangwali,1,NORP
uganda,1,GPE
australia,4,GPE
citizenship ] certificate,2,
rachel nyiramugisha,2,PERSON
australia,4,GPE
citizenship ] certificate,2,
nyiramugisha,5,PERSON
common colds,1,
western societies.most families,1,
mosquito nets,1,
mosquito-borne disease.in,1,
small plot,1,
ms nyiramugisha,11,PERSON
father,2,
previous camps,1,
congo,2,GPE
[ memory ],1,
ms nyiramugisha,11,PERSON
harsh conditions,1,
refugee camps,1,
survival mode,1,
.after years,1,
ms nyiramugisha,11,PERSON
australia,4,GPE
may,1,DATE
new home,3,
available food,1,
english,1,LANGUAGE
new foods,1,
ms nyiramugisha,11,PERSON
said.her father,1,
dad,1,
adelaide,3,GPE
new home,3,
new home,3,
remote control,1,
ms nyiramugisha,11,PERSON
said.their confidence,1,
nyiramugisha,5,PERSON
entire life.i,1,
africa,2,LOC
australian,1,NORP
ms nyiramugisha,11,PERSON
aussie,1,
.the family,1,
peter allen,1,
call australia,1,
waltzing matilda,1,PERSON
little symbol,1,
australian,3,NORP
ms nyiramugisha,11,PERSON
youth ambassador,1,
australian refugee association.she,1,
education award,1,
excellence,1,
languages,1,
culture,1,
australia day,1,EVENT
nyiramugisha,5,PERSON
studies,1,
adelaide,3,GPE
right,1,
good place,1,
ms nyiramugisha,11,PERSON
vulnerable women,1,
war-torn countries,1,
africa,2,LOC
said.the opportunity,1,
faces,1,
refugee,2,
kirsten treloar,1,ORG
sue thompson,1,PERSON
murtaza hussaini,1,PERSON
ms nyiramugisha,11,PERSON
remind people,1,
in.the collection,1,
charcoal portraits,1,
australian,3,NORP
pilgrim uniting,1,
flinders,1,
adelaide,3,GPE
february,1,
march,1,DATE
13.the display,1,
australian refugee,1,
pilgrim,1,
ara,1,ORG
refugee,2,
abulla agwa,1,PERSON
home country,1,
ethiopia,1,GPE
gun barrel,1,
[ officials,1,
] 'put,1,
abc sydney,1,ORG
election,1,
blacktown,1,PERSON
ballot paper,1,
australia,5,GPE
own decision,1,
mr agwa,8,ORG
australia,5,GPE
mr agwa,8,ORG
sydney.he,1,
sydwest multicultural,1,
information sessions,1,
english,1,LANGUAGE
social groups,1,
australia,5,GPE
mr agwa,8,ORG
australia.in ethiopia,1,
times —,1,
basic human rights,1,
senior bureaucrat,1,
independent politician,1,
mr agwa,8,ORG
refugee camp,1,
kenya,1,GPE
them.his wife,1,
australia,5,GPE
humanitarian visas,1,
2004.the family,1,
years later.at,1,
mr agwa,8,ORG
community welfare,1,
social services.his son,1,
information technology,1,
respectively.their achievement,1,
mr agwa,8,ORG
future life,1,
wonderful nation,1,
mr agwa,8,ORG
african australian inc,1,
australia,5,GPE
medal,1,
mr agwa,8,ORG
nightlife,1,
tony delroy,1,
victoria,5,GPE
excessive force,1,
melbourne.a,1,
alternative duties,2,
bendigo,4,ORG
march,1,DATE
2015.the decision,1,
victoria,5,GPE
assistant commissioner,1,
luke cornelius,1,PERSON
standards,2,
interim actions,1,
broad-based anti-corruption,1,
ibac,1,ORG
october,1,
victoria,5,GPE
disability pensioner,1,
front yard,1,
welfare check,1,
cctv.three,1,
video,1,
african-australian,1,NORP
melbourne,2,PERSON
bendigo,4,ORG
police station,2,
security camera,1,
metal door.an officer,1,
alternative duties,2,
victoria,5,GPE
statement said.victoria,1,
abc/the age,1,
victorian,3,NORP
executive director,1,
centre,1,
hugh,1,
kretser,1,
victorian,3,NORP
independent body,1,
misconduct accusations,1,
current system,1,
victorians,1,NORP
mental state,1,
john,3,PERSON
disability pensioner.police dispatch,1,
john,3,PERSON
front door,1,
cctv,2,ORG
catch robbers,1,
capsicum spray,2,
capsicum spray,2,
garden hose,1,
maximum pressure,1,
lungs —,1,
hot mace,1,
respiratory [ system ],1,
john,3,PERSON
n't breathe,1,
melbourne,2,PERSON
preston,1,GPE
23-year-old man,1,
arrest.cctv footage,1,
disarmed.the offender,1,
assault charges,1,
jail sentence,1,
standards,2,
law.the man lawyer,1,
natasha wolan,1,ORG
significant facial injuries,1,
police custody,1,
read,1,
victoria,5,GPE
bendigo,4,ORG
aggressively.the police,1,
police van,1,
him.the report,1,
jia meeks,1,PERSON
bendigo,4,ORG
police station,2,
cctv,2,ORG
degree arc,1,
officer body,1,
wriggle free.as,1,
mr meek,1,
head,1,
cell.a charge,1,
dropped.the union,1,
victorian,3,NORP
police officers,1,
recent days,1,DATE
utmost importance,1,
due process,1,
day,1,DATE
soundtrack.we 've,1,
covered.the songs,1,
women place,1,
2018.you 'll,1,
cope,3,
gender inequality,1,
music industry,1,
courtney barnett,2,PERSON
margaret attwood,2,PERSON
stella donnelly,1,ORG
everyday sexism.these tracks,1,
small sample,1,
similar work,1,
australian,2,NORP
american artists,1,
dutch-iranian,1,
attention —,1,
courtney barnett,2,PERSON
really feel,1,
may,1,DATE
harvey weinstein,1,ORG
# metoo movement began.the lyrics,1,
margaret attwood,2,PERSON
themi hold,1,
barnett,1,PERSON
triple j,1,
attwood,1,GPE
interesting sentence,1,
powerful way,1,
n't realise,1,
handmaid,1,PERSON
tale,1,
margaret atwood,1,PERSON
new record,1,
poem unlimited,1,
meghan remy,1,PERSON
toronto,1,GPE
u.s,2,
girls,2,
pretty hard look,1,
velvet,1,
sale,1,
police officer,1,
domestic violence,1,
pearly gates,1,FAC
male entitlement,1,
abuse.the music,1,
experimental stuff,1,
remy,2,PERSON
u.s,2,
girls,2,
solo project.that,1,
dan condon,1,PERSON
new album,1,
remy,2,PERSON
incredible way,1,
socialise,1,
melbourne,1,PERSON
trio camp,1,
cope,3,
toxic masculinity.the,1,
opener,1,PERSON
album ,1,
hottest,1,
music business,1,
track skewers hypocritical venue bookers,1,
spout gender equality,1,
all-male line-ups.camp,1,
cope,3,
years,1,
event organisers,1,
ca n't,4,
georgia mcdonald,1,
sevda alizadeh,1,PERSON
sevdaliza,1,FAC
iran,1,GPE
netherlands,1,
based.the 30-year-old,1,
electronic music,1,
fka twigs,1,ORG
solange,1,ORG
ison,1,ORG
motherhood —,1,
nature,1,
inventive artist,1,
sydney,1,GPE
exhibitionist,1,
aka kirsty tickle,1,ORG
australian,2,NORP
classic,1,
early singles,1,
hands,1,
motionless.being,1,
woman,1,PERSON
wo,1,
ca n't,4,
tickle,1,
march,1,DATE
january,1,
ca n't,4,
world,1,
zindzi okenyo,1,PERSON
african-australian,1,NORP
hip-hop artist,1,
theatre actor,1,
playschool,1,
.this track,1,
brisbane,1,PERSON
miss blanks,1,
jesswar,1,PERSON
blanks,1,PERSON
simple refrain,1,
woman world,1,
song ,1,
charlotte evans,1,PERSON
song ethos,1,
mechanical bull,1,
drunk ones,1,
donnelly,3,PERSON
donnelly,3,PERSON
male customers,1,
sweet pea,1,
ca n't,4,
repeat here.the video,1,
donnelly,3,PERSON
hospitality worker,1,
mannequin limbs,1,
questionable customers,1,
haida komba,1,PERSON
melbourne,1,PERSON
tough —,1,
religious diversity,1,
language barriers,1,
victorians,1,NORP
gargantuan task.ms,1,
komba,3,
australia,1,GPE
comoros,1,PERSON
madagascar,1,GPE
africa,1,LOC
imagine,1,
komba,3,
high-rise flat,1,
flemington,3,PRODUCT
africa.she,1,
decent employment,1,
[ employers ],1,
said.these days,1,
lucky ones —,1,
run community programs,1,
moonee,1,
valley council,1,
victorian,2,NORP
intensive support,1,
victoria.industry,1,
employment,1,
ben carroll,1,PERSON
major government infrastructure projects,1,
metro tunnel,1,
housing estates,1,
victoria,1,GPE
social disadvantage,1,
mr carroll,1,WORK_OF_ART
flemington,3,PRODUCT
people ,1,
unemployment,1,
african-australian,1,NORP
school students,1,
victoria police.commander sharon cowden,1,
victorian,2,NORP
flemington,3,PRODUCT
centre,1,
job seeker programs,1,
local council,1,
brotherhood,3,ORG
st laurence.the,1,
new businesses,1,
brotherhood,3,ORG
brian finnigan,1,PERSON
great demand,1,
komba,3,
brotherhood,3,ORG
own micro-business course,1,
family long-term goal,1,
comorian,2,ORG
comorian,2,ORG
joseph deng,1,PERSON
queenslander,1,PERSON
video games,1,
track star,1,
boundless potential.australia 800m record holder,1,
months shy,1,
week ,1,
diamond,2,
monaco.for,1,
final fact,1,
sole focus,1,
african-australian,1,NORP
born,1,
kenyan,1,NORP
refugee camp,1,
sudanese,3,NORP
sensationalist headlines,1,
african,1,NORP
crime gangs,1,
melbourne,1,PERSON
negative comments,1,
african immigration,1,
prime minister,1,
tony abbott,1,PERSON
deng,8,PERSON
footsteps …,1,
good things,1,
europe.he,1,
sudanese,3,NORP
peter bol,1,PERSON
monaco,1,GPE
young men,2,
usual share,1,
australian,1,NORP
bol,5,PERSON
mr abbott,1,PERSON
australia,5,GPE
training mates,1,
child arrivals,1,
australia,5,GPE
television cables,1,
country middle-distance,1,
march,2,DATE
deng,8,PERSON
bol,5,PERSON
fifa playstation,1,PRODUCT
deng,8,PERSON
australia,5,GPE
bol,5,PERSON
strong supportive families,1,
social media accounts,1,
community pride,1,
awesome feeling,1,
deng,8,PERSON
historic achievement,1,
justin rinaldi,1,PERSON
rinaldi,5,PERSON
australian,1,NORP
track star.now,1,
rinaldi,5,PERSON
current record,2,
current record,2,
commonwealth,2,
bronze medallist ],1,
luke mathews,1,PERSON
rinaldi,5,PERSON
sliding-door moment,1,
deng,8,PERSON
march,2,DATE
commonwealth,2,
a-final,1,
b-final,2,
pure doggedness,1,
b-final,2,
season past,1,
800m record holder.for,1,
diamond,2,
rinaldi,5,PERSON
monaco.he,2,
alex rowe,1,PERSON
monaco.he,2,
previous life,1,
national 800m,1,
deng,8,PERSON
final stages,1,
rinaldi,5,PERSON
sheer excitement,1,
call room,1,
october,1,
deng,8,PERSON
bol,5,PERSON
sudanese-australian,2,NORP
key role,1,
australia,5,GPE
afl,1,ORG
pursuit,1,
athletic bounty,1,
old news,1,
swans,1,NORP
aliir aliir,1,PERSON
club —,1,
majak daw.soccer,1,
promising teenager,1,
bul juach,1,PERSON
canberra,1,GPE
boomer,1,ORG
nba,1,ORG
thon maker,1,PERSON
australia,5,GPE
centre,1,
excellence,1,
program manager,1,
mert akdeniz,1,PERSON
sudanese,3,NORP
talent pool,1,
strong relations,1,
community leaders.already,1,
sudanese-australian,2,NORP
akdeniz,1,PERSON
young men,2,
sudanese-australian,1,NORP
it.the evidence,1,
deng,8,PERSON
bol,5,PERSON
who,1,
african,2,NORP
summer provocative headlines,1,
sudanese,7,NORP
melbourne,2,ORG
sudanese-born kuon gido,1,
bmw,1,ORG
melbourne,2,ORG
west gate,1,
bridge.his,1,
kuon,2,ORG
big thing,1,
18-year-old ca n't,1,
angry kid,1,
australia.understanding kuon,1,
story,1,
summer ,1,
african-australian,1,NORP
youth crime,1,
cultural clashes,1,
ethiopian-born ashraf mohamed,1,
factors.he ,1,
vulnerable young man,1,
crisis situation,1,
wrong path,1,
kuon,2,ORG
ashraf,2,ORG
relative home,1,
social worker,1,
temporary accommodation,1,
big responsibility,1,
ashraf,2,ORG
african-born,1,
australia,5,GPE
sudanese,7,NORP
— men,1,
sudanese,7,NORP
culture —,1,
youth justice,1,
english,1,LANGUAGE
education levels,1,
family units,1,
psychological scars,1,
own refugee experience.the mothers,1,
australian,3,NORP
social services,1,
runaway children,1,
naughty stuff,1,
[ refugee ] camp,1,
n't need,1,
sudanese,7,NORP
community leader,1,
sudanese,7,NORP
community leaders,1,
cultural traditionalism,1,
africa,2,LOC
australian,3,NORP
old-country feuds,1,
african,2,NORP
sudanese,7,NORP
australia,5,GPE
jamali musa,1,PERSON
somali-born,1,
soccer player,1,
big stars,1,
wild axe brawl,1,
footscray,1,NORP
barber shop,1,
june,1,
petty teen drama —,1,
young men,1,
australia,5,GPE
hard way,1,
role models,1,
right thing,1,
bad thing,1,
john kuot,1,PERSON
sudanese,7,NORP
mba,1,
tech start-up,1,
africa,2,LOC
visible minority,1,
ninety-nine,1,
positive ways,1,
negative ways,1,
crime statistics,1,
victoria,1,GPE
september,1,
sudan,1,GPE
australia,5,GPE
zealand,1,
australia,5,GPE
fair dinkum,1,
australian,3,NORP
john,1,PERSON
australian,2,NORP
liberal senator,1,
lucy gichuhi,1,PERSON
kenyan,1,NORP
television program,1,
australia,4,GPE
comments —,1,
kenyan citizen,1,
tv —,1,
n't look,1,
politicians,1,
australia,4,GPE
politicians — work,1,
australian,2,NORP
dollars —,1,
whole year,1,
social media,1,
senator comments,1,
travel entitlements,1,
family members,1,
darwin,1,PERSON
adelaide,3,GPE
birthday party.she,1,
gichuhi,3,PERSON
april,1,
bob day,1,PERSON
home building business.she,1,
adelaide,3,GPE
councillor alex antic,1,
senate ballot,1,
abc,2,ORG
adelaide,3,GPE
gichuhi,3,PERSON
territory,1,
october,1,
56th birthday party,1,
wrong account,1,
administrative error,1,
sydney,2,GPE
various functions,1,
past year,1,
justified.parliamentary records,1,
sydney,2,GPE
husband.the trips,1,
australia,4,GPE
bank ,1,
african australian inclusion program,1,ORG
african professionals,1,
australia,4,GPE
gala dinner,1,
christian radio station,1,
hope,1,
abc,2,ORG
gichuhi,3,PERSON
emmanuel macron,1,PERSON
france,2,GPE
world cup victory.nor,1,
serena williams,1,PERSON
wimbledon,1,ORG
tour,1,
france,2,GPE
beautiful countryside.the,1,
melbourne,1,ORG
majak daw,1,PERSON
sydney,1,GPE
aliir aliir,1,PERSON
wonderful head-to-head contest,1,
thrilling game,2,
docklands stadium.it,1,
african-born,2,
such vital roles,1,
provincial game,1,
attention —,1,
excellent performances,1,
afl,6,ORG
australia,5,GPE
talent pool.daw,1,
aliir,8,PERSON
headline performances,1,
australia,5,GPE
african,3,NORP
political opportunism,1,
gang violence.of course,1,
mere presence,1,
sudanese,1,NORP
football field,1,
urban violence,1,
welcome counterpoint,1,
australian,1,NORP
similar image,1,
daw,7,PERSON
aliir,8,PERSON
nba,1,ORG
thon maker,1,PERSON
african-born,2,
w-league,1,
a-league,1,ORG
aussie,1,
provincialism kills,1,
socceroo francis awaritefe,1,PERSON
pic [,1,
daw,7,PERSON
aliir,8,PERSON
glance —,1,
afl,6,ORG
afl,6,ORG
awaratife,1,
such encounters,1,
afl,6,ORG
large local audience,1,
new frontier,1,
new audience,1,
african,3,NORP
immigration success stories,1,
afl,6,ORG
daw,7,PERSON
aliir,8,PERSON
difficult paths,1,
afl,6,ORG
aliir,8,PERSON
australia,5,GPE
kenyan,1,NORP
refugee camp,1,
daw,7,PERSON
egypt,1,GPE
physical ability.as,1,
similar topic,1,
sport cause-merchants,1,
such symbolism,1,
aliir-daw,1,NORP
fund —,1,
various sports bodies,1,
commercial sponsorship,1,
real difference.but,1,
grandiose announcements,1,
social media,1,
wonderful reflection,1,
daw,7,PERSON
aliir,8,PERSON
decisive moments,1,
thrilling game,2,
heartening reminder,1,
great stories,1,
african-australian,4,NORP
african-australian,1,NORP
vile media stereotypes,1,
vast achievement,1,
professional sport,1,
massive public stage,1,
reflects societal change.this,1,
local sports clubs,1,
african-australian,4,NORP
potential talent,1,
daw,7,PERSON
aliir,8,PERSON
powerful role models.after,1,
own local basketball club,1,
african-australian,4,NORP
african-australian,4,NORP
australia,5,GPE
horrific experiences,1,
war-torn countries,1,
valuable part,1,
community life,1,
hard work,1,
new country.so,1,
daw,7,PERSON
aliir,8,PERSON
perfect rejoinder,1,
recent vilification,1,
australia,5,GPE
african,3,NORP
maxine beneba clarke,1,
'you 're,2,
definite negativity,1,
voice …,1,
clarke,15,PERSON
playground confrontation,1,
hate,4,
nsw,1,ORG
premier ,1,
literary,1,
melbourne,2,PERSON
malthouse,1,
big world,4,ORG
children book,1,
patchwork bike,1,
clarke,15,PERSON
real life event,1,
positive story,1,
photo,1,
difference,1,
big world,4,ORG
supplied,1,
hachette,2,ORG
white picket fence suburbs,1,
wales,1,
clarke,15,PERSON
local preschool,1,
middle class,1,
british migrants,1,
caribbean,2,LOC
up,1,
[ preschool ],1,
'd kind,1,
clarke,15,PERSON
girl statement,1,
otherness —,1,
fruit time,1,
'you 're,2,
're greedy,1,
clarke,15,PERSON
says.clarke teachers,1,
racist incidents,1,
australia,3,GPE
policy [,1,
race ],2,
n't ruminate,1,
clarke,15,PERSON
bad memory,1,
different ending.at,1,
belle,1,ORG
main character,1,
big world —,1,
yeah,1,
lead role,1,
'm hairy …,1,
different things,2,
clarke,15,PERSON
says.the story,1,
natural world,1,
different things,2,
wide big world,1,ORG
teaching tool,1,
clarke,15,PERSON
good story,1,
isobel knowles,1,PERSON
children books,1,
lest,1,
forget,1,
owl know,1,PERSON
too,1,
turtle,1,
great job,1,
inclusive … [,1,
different backgrounds,1,
clarke,15,PERSON
says.the diverse schoolyard,1,
big world,4,ORG
multicultural school,1,
clarke,15,PERSON
children,1,
caribbean,2,LOC
irish descent,1,
melbourne,2,PERSON
western suburbs,1,
open conversations,1,
school context,1,
clarke,15,PERSON
clarke,15,PERSON
young adult fiction,1,
melina marchetta,1,
looking,1,
alibrandi,1,
judy blume,1,
iggy,1,
sally morgan,1,
autobiography,1,
diverse characters,1,
own stories … [,1,
black characters,1,
african diaspora fiction,1,
australia,3,GPE
own story,1,
national narrative,1,
hate,4,
short stories,1,
soil,1,
english,1,NORP
high schools,1,
ca n't,1,
clarke,15,PERSON
clarke,15,PERSON
african-australian,1,NORP
essay anthology,1,
growing up african,1,
australia,3,GPE
candy bowers,1,PERSON
faustina agolley,1,PERSON
