word,count,entity
homemade biscuits,1,
mr campbell,7,PERSON
nsw,4,
campbell,1,ORG
commissioner ,1,
commendation,1,
courage.but,1,
excessive force,2,
young men,1,
bloody carpeted-corridor shuffler,1,
excessive force,2,
said.two years,1,
ptsd,1,
appalled,1,
muslim,2,NORP
community leader,1,
dr jamal rifi,1,
dr rifi,1,
craig campbell cohesion,1,
charity soccer,1,
craig,1,
nsw,4,
innocent people,1,
mr campbell,7,PERSON
muslim,2,NORP
community ],1,
quieter life,1,
nsw,4,
nice people,1,
fateful day,1,
30-year marriage,1,
big burden,1,
cronulla,8,ORG
australia,1,GPE
text messages,1,
sydney,1,GPE
ugly call,1,
cronulla,8,ORG
leb,1,PERSON
strong community,2,
early morning,1,TIME
cronulla,8,ORG
beach car park.the swelling crowd,1,
racial tensions,1,
australian,1,NORP
cronulla,8,ORG
good thing,1,
original idea,1,
[ police ] assistance,1,
ron,1,PERSON
surnicky,2,PERSON
cronulla,8,ORG
surnicky,2,PERSON
strong community,2,
bruce,1,
cronulla,8,ORG
laidback feeling,1,
cronulla,8,ORG
mourad,1,
lebanese australian,1,
wiley,1,
english,1,LANGUAGE
cronulla,8,ORG
field trip.it,1,
australian,1,NORP
historical event,1,
new novel,1,
michael mohammed ahmad,1,PERSON
lebs,1,PERSON
cronulla,1,ORG
arabs,1,NORP
muslims,1,NORP
public eye,1,
no-one,1,
frida deguise,1,PERSON
joke —,1,
lebanese-australian,1,
comedian ,1,
routine —,1,
deguise,2,ORG
shtick.since,1,
deguise,2,ORG
australia,3,GPE
muslim australian,1,
lateline,1,PERSON
body piercings,1,
lebanese,1,NORP
america,4,GPE
arab,2,NORP
america,4,GPE
saudi,1,NORP
america,4,GPE
comedy,1,
def jam comedy,1,
comedy day,1,
australia,3,GPE
america,4,GPE
anymore.it ,1,
ca n't walk,1,
white guy,1,
'you 're racist,1,
great way,2,
great way,2,
he ,1,
muslim,8,NORP
oh,1,
street lights,1,
isis,1,ORG
terrorists attacks,1,
terrorist attack,2,
stage ...,1,
're feeling,1,
n't talk,2,
god,1,
n't talk,2,
religious jokes,1,
muslim,8,NORP
jesus,1,PERSON
dirty jokes —,2,
dirty jokes —,2,
muslim,8,NORP
arab,2,NORP
muslim,8,NORP
women events,1,
muslim,8,NORP
muslim,8,NORP
ca n't,3,
australia,3,GPE
muslim,8,NORP
muslim,8,NORP
comedian — he ,1,
] 'where,1,
ca n't,3,
mainstream tv,1,
ca n't,3,
terrorist attack,2,
lebanese,1,NORP
australian,5,NORP
syria,2,GPE
islamic,1,
is,5,
internal,1,
forces,1,
lebanese-australian,1,NORP
a.m,1,PERSON
syria.the isf,1,
august,1,
australia,3,GPE
extremist ideology,1,
… publications,1,
is,5,
man arrival,1,
lebanon,3,GPE
is,5,
syria,2,GPE
is,5,
lebanon,3,GPE
australian,5,NORP
australia,3,GPE
australian,5,NORP
is,5,
australia,3,GPE
.australia department,1,
consular assistance,1,
consular,1,
charter,1,
australian,5,NORP
lebanon,3,GPE
privacy concerns.comment,1,
australian,5,NORP
audio,1,ORG
beirut,2,GPE
australian,3,NORP
commercial flight,1,
sydney,2,GPE
whatsapp,2,ORG
voice messages,1,
amer khayat,1,PERSON
mahmoud,3,PERSON
sydney,2,GPE
etihad,2,PERSON
passenger jet,1,
july,2,DATE
year.another brother,1,
khaled,1,PERSON
tayek,1,PERSON
isis,1,ORG
iraq.the,1,
military tribunal,1,
beirut,2,GPE
amer,10,PERSON
australian,3,NORP
afp,1,ORG
amer,10,PERSON
lebanese,2,NORP
february,2,DATE
mahmoud,3,PERSON
amer,10,PERSON
please,1,
etihad,2,PERSON
mahmoud,3,PERSON
amer,10,PERSON
flight,1,
lebanon.the afp,1,
amer,10,PERSON
luggage,1,
meat grinder,1,
child doll.amer lawyer,1,
joceline adib al-rahi,1,PERSON
sinister plot,1,
whatsapp,2,ORG
amer,10,PERSON
ms al-rahi,2,
regular person,1,
ms al-rahi,2,
amer,10,PERSON
amer,10,PERSON
lebanon,2,GPE
july,2,DATE
drug user,1,
lifestyle.the tribunal chairman,1,
travel arrangements —,1,
attention.lebanese authorities,1,
amer,10,PERSON
phone,1,
amer,10,PERSON
suicide note,1,
bomb plot,1,
lebanese,2,NORP
2010.the 38-year-old,1,
lebanese-australian,1,NORP
lebanon,2,GPE
tribunal members,1,
australia.he,1,
australian,3,NORP
australia,3,GPE
australia,3,GPE
february,2,DATE
australia,3,GPE
nsw,1,ORG
supreme court,1,
no-one,1,
frida deguise,1,PERSON
joke —,1,
lebanese-australian,1,NORP
comedian ,1,
routine —,1,
deguise,1,ORG
shtick,1,
lebanese-australian muslims,1,
immigration minister,1,
peter dutton,2,PERSON
suggestion,1,
yesterday,1,DATE
mr dutton,7,PERSON
lebanese-muslim,3,NORP
dutton,1,PERSON
prime minister,1,
malcolm fraser,2,PERSON
immigration policies,1,
dib,1,
lebanese muslim australian,1,
member,1,
lakemba,2,PERSON
nsw,1,ORG
liberal party,1,
nationalistic sense —,1,
australia,6,GPE
mr dib,1,
mr dutton,7,PERSON
words,1,
good work,1,
australia,6,GPE
lakemba,2,PERSON
kilometres south-west,1,
sydney,2,GPE
cbd,1,
lebanese-muslims,2,NORP
australia,6,GPE
large numbers,1,
lebanese-muslims,2,NORP
australia,6,GPE
jasmin,2,PERSON
mr dutton,7,PERSON
remarks,1,
australia,6,GPE
jasmin,2,PERSON
australian,1,NORP
lebanese-muslim,3,NORP
person religion…,1,
muslims,2,NORP
muslims,2,NORP
mr dutton,7,PERSON
lebanese,1,NORP
lebanese-muslim,3,NORP
said.labor ,1,
tony burke,1,PERSON
watson,1,ORG
sydney,2,GPE
mr dutton,7,PERSON
comments,1,
law enforcement authorities,1,
security agencies,2,
peter dutton,2,PERSON
security agencies,2,
weird argument,1,
malcolm fraser,2,PERSON
certain individuals,1,
australia,6,GPE
greens,1,ORG
mr dutton,7,PERSON
queensland lnp mp george christensen,1,
colleague comments,1,
fraser,1,ORG
open-slather immigration policy,1,
mono-cultural enclave,1,
breeds extremism,1,
sydney.greens,1,
immigration spokesman,1,
nick mckim,1,PERSON
mr dutton,7,PERSON
long period,1,
racist jokes,1,
york,1,
time —,1,
fresh opportunity,1,
peaceful land,1,
family ties,1,
lebanese,8,NORP
new life,1,
australian,2,NORP
australian-lebanese,4,NORP
recent comments,1,
federal immigration minister,1,
peter dutton,1,PERSON
australia,17,GPE
family migration.the comments,1,
lebanese-australian,1,NORP
dib,1,
professional boxer,1,
boxing,1,
federation featherweight champion,1,
boxing organisation,1,
super featherweight champion.his,1,
lebanese muslim,1,
australia,17,GPE
lebanon,4,GPE
green grocer,1,
sydney.he,2,
jihad dib,1,PERSON
nsw,1,ORG
mp,1,
shadow education minister.he,1,
mr dutton,3,PERSON
comments,2,
mr dutton,3,PERSON
world titles,1,
australia,17,GPE
mr dib,1,
sydney,3,GPE
public primary school,1,
young faces,1,
australia,17,GPE
leila ghalayini,1,PERSON
australia,17,GPE
early years,1,DATE
australia,17,GPE
ghalayini,1,
australia,17,GPE
lebanon,4,GPE
british army,1,
australia,17,GPE
own family —,1,
daughters —,1,
muslim,3,NORP
neighbours —,1,
muslim,3,NORP
muslim,3,NORP
muslims,1,NORP
terrorists ...,1,
bad bone,1,
beshara taouk,1,PERSON
oam,2,ORG
lebanon,4,GPE
australia,17,GPE
lebanon,4,GPE
mr taouk,3,PERSON
wife —,1,
australia,17,GPE
melbourne,1,PERSON
story —,1,
local milk,1,
lebanese,8,NORP
preston,1,GPE
mr taouk,3,PERSON
australia,17,GPE
lebanese,8,NORP
good citizens,1,
australia,17,GPE
australia,17,GPE
beautiful mosaic,1,
migrant people,1,
mr taouk,3,PERSON
medal,1,
australia,17,GPE
victoria,1,
excellence,1,
multicultural,1,
lebanese cultural,1,
union awards,1,
mr dutton,3,PERSON
private person,1,
australian-lebanese,4,NORP
australian-lebanese,4,NORP
lebanese,8,NORP
australian,2,NORP
lebanese,8,NORP
australian-lebanese,4,NORP
faysal el-abd,1,
uncle,1,
australia,17,GPE
great opportunities,1,
new home provided.in,1,
mr el-abd,1,PERSON
sydney.he,2,
self-taught chef,1,
greenacre,1,GPE
sydney,3,GPE
australia,17,GPE
al aseel,1,
restaurant chain offering,1,
lebanese,8,NORP
sydney,3,GPE
wollongong,1,GPE
good people,1,
lebanese,8,NORP
talal yassine,1,WORK_OF_ART
oam,2,ORG
crescent,2,
australian-based islamic,1,
investments,1,
firm offering,1,
university scholarships.mr,1,
yassine,1,
lebanese muslims ali,1,
fatma yassine,1,PERSON
lebanon.they,1,
australia,17,GPE
years old.his,1,
property development.between,1,
harvard,1,ORG
unsw,1,ORG
sydney.mr yassine,1,
crescent,2,
funds community,1,
financial literacy,1,
education initiatives.he,1,
dutton,1,PERSON
comments,2,
lebanese,8,NORP
overt dog,1,
vulnerable minority group,1,
victoria,1,
afp,1,ORG
asio,1,ORG
terrorist attack,1,
melbourne,1,GPE
cbd,1,
would-be attackers,1,
young members,1,
lebanese-australian,5,NORP
explosive devices,1,
australian,2,NORP
city.this plot,1,
violent year,1,
main driver,1,
terrorism worldwide,1,
australia,6,GPE
lebanese,4,NORP
migrant community,1,
favourite case study,1,
multi-culturalism,1,
loud voices,1,
nativism,1,
protection peter dutton,1,
controversial comments,1,
lebanese-australian,5,NORP
fear,1,
analyses,1,
isis-inspired,1,
terrorist plots,1,
australia,6,GPE
nativist movement,1,
trump,1,ORG
brexit,1,GPE
pen,1,
nation,1,
small numbers,1,
actual risk.at,1,
mr dutton,1,PERSON
comment,1,
lebanese-muslim,1,NORP
court statistic,1,
australia,6,GPE
ethnic problem,1,
problem amongst,1,
lebanese-australian,5,NORP
community groups need,1,
minister alarmism colour,1,
lebanese,4,NORP
young terrorists,1,
australian,1,NORP
lebanese,4,NORP
census,1,
lebanese-australian,2,NORP
demonstrable ties,1,
terror.of course,1,
entire groups,1,
australian,2,NORP
political life,1,
afghan,3,NORP
australia,6,GPE
mass atrocity event,1,
broken,2,
angry mob,1,
afghan,3,NORP
german,1,NORP
enemy aliens,1,
ninety,1,
cronulla,1,ORG
similar kind,1,
post-fact environment —,1,
afghan,3,NORP
trans-continental transportation industry,1,
australia,6,GPE
sydney,1,GPE
lebanese-australian,2,NORP
major contributors,1,
local economic growth,1,
small business.that,1,
dutton,3,PERSON
lebanese-australian,5,NORP
political incorrectness,1,
intra-communal crisis,1,
lebanese-australian,5,NORP
lebanese,4,NORP
refugee grandson,1,
terrorist group,1,
isis,1,ORG
military planners,1,
order effect,1,
above case,1,
melbourne christmas,1,
terror plot,1,
muslim,1,NORP
australia,6,GPE
vulnerable demographic,1,
muslim-australian,1,
skittle,1,ORG
donald trump,1,
son,1,
father campaign,1,
counter-terrorism efforts,1,
skittles,1,PERSON
intelligence agencies,1,
community groups,1,
alarmist crime statistics,1,
parliamentary,1,
problem worse.as,1,
liberal leader,1,
professor john hewson,1,
dutton,3,PERSON
comments,1,
desperate need,1,
islamic,1,NORP
potential terrorists,1,
essential element,1,
national security,1,
anti-terrorism strategy,1,
dutton,3,PERSON
particular segment,1,
lebanese-muslims,1,NORP
.better understanding,1,
social alienation,1,
problem —,1,
mullah abdullah,1,PERSON
broken,2,
hill attacks,1,
turban.the bottom line,1,
domestic terror plots,1,
fundamental national values,1,
permanently,1,
innocent people,1,
australian-born,1,
similarly,1,
australian muslims,1,NORP
christmas,1,DATE
eventually,1,
barbaric violence,1,
long run,1,
grinch,1,NORP
prime,1,
malcolm turnbull,1,PERSON
peter dutton,4,PERSON
immigration minister,2,
community anger,1,
australian-lebanese muslims,1,
yesterday,1,DATE
mr dutton,7,PERSON
ethnic group,1,
australia,4,GPE
lebanese-muslim,2,NORP
mr turnbull,2,PERSON
previous immigration policies,1,
... policies,1,
mr turnbull,2,PERSON
mr dutton,7,PERSON
performance,1,
peter dutton,4,PERSON
compassionate immigration minister,1,
peter dutton,4,PERSON
outstanding job,1,
immigration minister,2,
mr dutton,7,PERSON
lebanese muslim,1,NORP
prime minister,1,
malcolm fraser,1,PERSON
muslims,3,NORP
australian,2,NORP
lebanese,1,NORP
australia.jihad dib,1,
lebanese muslim australian,1,
member,1,
lakemba,2,GPE
nsw,1,ORG
liberal party,1,
nationalistic sense —,1,
dib,1,PERSON
mr dutton,7,PERSON
words,1,
good work,1,
australia,4,GPE
lakemba,2,GPE
kilometres south-west,1,
sydney,2,GPE
cbd,1,
lebanese-muslims,2,NORP
australia,4,GPE
large numbers,1,
lebanese-muslims,2,NORP
australia,4,GPE
jasmin,1,PERSON
mr dutton,7,PERSON
remarks,1,
australian,2,NORP
lebanese-muslim,2,NORP
person religion ...,1,
muslims,3,NORP
muslims,3,NORP
labor ,1,
tony burke,1,PERSON
watson,1,PERSON
sydney,2,GPE
mr dutton,7,PERSON
comments,1,
law enforcement authorities,1,
security agencies,2,
peter dutton,4,PERSON
security agencies,2,
weird argument,1,
queensland lnp mp george christensen,1,
colleague comments,1,
malcolm,1,PERSON
fraser,1,PERSON
open-slather immigration policy,1,
mono-cultural enclave,1,
breeds extremism,1,
sydney.greens,1,
immigration spokesman,1,
nick mckim,1,PERSON
mr dutton,7,PERSON
long period,1,
violent backdrop,1,
michael mohammed ahmad,2,PERSON
youth,1,
lebanese-australian,3,NORP
michael mohammed ahmad,2,PERSON
fast.it ,1,
passionate,1,
lebanese-australian,3,NORP
peter dutton,1,PERSON
lebanese,5,NORP
refugees here.ahmad,1,
novel —,1,
lebs,4,PERSON
young teen,1,
navigates life,1,
punchbowl,4,
high school,2,
early 2000s,1,
racial tension,2,
sydney,6,GPE
western suburbs,1,
ahmad,18,PERSON
autobiographical fiction,1,
.the names,1,
real life events,1,
explores —,1,
ahmad,18,PERSON
real.it ,1,
sydney,6,GPE
gang rapes,3,
lebanese-australian,2,NORP
bilal skaf,1,PERSON
anglo-celtic,1,
heinous spree,1,
skaf,2,PERSON
gang rapes.a fearful,1,
tabloid press,1,
high alert.for 14-year-old,1,
ahmad,18,PERSON
sydney,6,GPE
new levels,1,
ca n't,2,
lebanese muslim,1,NORP
tongue non-stop,1,
ca n't,2,
cent chance,1,
sexual predator,2,
ahmad,18,PERSON
news reports,1,
lebanese,5,NORP
drug dealers,1,
lebanese,5,NORP
drive-by shootings,1,
lebanese,5,NORP
cultural identifier,1,
ahmad,18,PERSON
gang rapes,3,
crimes.there ,1,
arab australian muslim,1,
male 'leb,1,
sexual predator,2,
punchbowl,4,
high school,2,
arab,4,NORP
ahmad,18,PERSON
'll play,1,
skaf,2,PERSON
gang rapes,3,
september,2,
terror attacks,1,
global headlines.it,1,
news events,1,
modern media age,1,
ahmad,18,PERSON
leb,2,PERSON
folk devil persona,1,
australian,3,NORP
nuance,1,
word 'lebanese,1,
arab,4,NORP
muslim,3,NORP
ahmad,18,PERSON
australia,2,GPE
dark history,1,
italians,1,NORP
greeks,2,GPE
asians,1,NORP
arab,4,NORP
muslim,3,NORP
ahmad,18,PERSON
arab,4,NORP
african,1,NORP
punchbowl,4,
young men,2,
september,2,
stark contrast,1,
australian,3,NORP
school flag,1,
ahmad,18,PERSON
year level,1,
ahmad,18,PERSON
foreign policies,1,
young men,2,
'we 're,1,
ahmad,18,PERSON
high school.he ,1,
literary aspirations,1,
ahmad,18,PERSON
leb,2,PERSON
december,1,
violent zenith,1,
race riots,1,
sydney,6,GPE
southern suburbs,1,
cronulla,2,ORG
penultimate scene,1,
long time,1,
ahmad,18,PERSON
lebanese-australian,2,NORP
cronulla,2,ORG
particular attitudes,1,
antisocial behaviour,1,
f**k,1,
lebs,4,PERSON
greeks,2,GPE
afghans,1,
n't use,1,
term 'leb,1,
lebanese,5,NORP
australian,1,NORP
sydney,6,GPE
'other,1,
ahmad,18,PERSON
racial tension,2,
punchbowl,4,
high school feel.the school,1,
muslim,3,NORP
deradicalisation program,1,
ahmad,18,PERSON
revolutionary gesture,1,
ahmad,18,PERSON
sweatshop,1,NORP
literary movement,1,
sydney,6,GPE
diverse backgrounds,1,
creative writing.and,1,
australian,3,NORP
lebanese-australian,3,NORP
lebs,4,PERSON
ahmad,18,PERSON
literary works,1,
lebs,4,PERSON
australia,2,GPE
facial hair —,1,
dinner discussions,1,
lebanese–australian,1,
big dark eyes,1,
prominent noses,1,
distinctive beards,1,
anxiety issue,1,
style choices,2,
western media,1,
arabs,1,NORP
arabic,5,LANGUAGE
arabic,5,LANGUAGE
ethnic background,1,
political commitment,1,
style choice,2,
arabic,5,LANGUAGE
italian,1,NORP
south american ancestry,1,
anglo-celtic.my,1,
arabic,5,LANGUAGE
dark beard,1,
style choices,2,
physical freedoms,1,
anglo,1,NORP
arouses suspicion,1,
kristan,1,ORG
matthew,2,PERSON
matthew,2,PERSON
portrait,1,
urban hipster.the,1,
contemporary male hipster,1,
abundant designer beard,1,
ned kelly,1,PERSON
western newspapers,1,
hollywood,1,GPE
arabic-appearing,2,
isis,1,ORG
arabic,5,LANGUAGE
bag searches,1,
arabic-ness,1,
three-day growth,1,
george,1,PERSON
similar story,1,
project.the portraits,1,
men faces,1,
common —,1,
dark appearance.there ,1,
white background,1,
black t-shirt.each man,1,
identification photos,1,
interestingly,1,
arab,1,NORP
dark skin,1,
thick eyebrows,1,
dark eyes,1,
beard constitute,1,
desirable norm.however,1,
australia,1,GPE
australian,2,NORP
australian,2,NORP
true hipster fashion.rather,1,
style choice,2,
arabic-appearing,2,
men —,1,
newtown,1,
fitzroy,1,
world over.cherine,1,
fahd,1,
senior lecturer,1,
faculty,1,
architecture,1,
uts,1,ORG
practice concentrates,1,
photographic explorations,1,
stripping australian,1,
home-grown terrorists,1,
dual nationals,1,
certain legal shackles,1,
rodger shanahan.the prime,1,
minister ,1,
national security statement,1,
dual citizens.there,1,
peter hughes,1,PERSON
australia,2,GPE
pursue extremist causes,1,
political violence,1,
sydney morning herald,1,
professor matthew gibney,1,
oxford,1,
civil libertarian perspective,1,
voltaire,1,GPE
france,1,GPE
neighbour yard,1,
sydney,2,GPE
university ,1,
professor ben saul.while,1,
strip citizenship,1,
person stateless,1,
subject failure,1,
civil libertarian argument,1,
serious issue,1,
potential eradication,1,
australian,8,NORP
intelligence agencies,1,
military forces,1,
australian,8,NORP
terrorist activities overseas.the possession,1,
australian,8,NORP
australia,2,GPE
spy agencies,1,
legislative amendments,1,
intelligence-collection powers,1,
dual citizens,2,
problem,1,
violent actions,1,
australian,8,NORP
foreign fighters,1,
australian,8,NORP
dual citizen,1,
military operation.in fact,1,
uk,2,GPE
drone strikes,1,
uk,2,GPE
appropriate discussion,1,
civil libertarian one.to,1,
possible example,1,
australian,8,NORP
lebanese-australian,1,NORP
sydney,2,GPE
lebanese,1,NORP
islamic,2,NORP
raaf,1,
bombing mission,1,
iraq,1,GPE
australian,8,NORP
silver bullet,1,
incremental changes,1,
unique challenge,1,
radical,1,
islamic,2,NORP
god,2,
action intolerant,1,
humanist traditions,1,
western societies,1,
australian,8,NORP
dual citizens,2,
commonwealth,2,ORG
god,2,
name,1,
commonwealth,2,ORG
situation applies,1,
dual nationality,1,
civil libertarian issue.this article,1,
lowy,2,
institute ,1,
interpreter,1,
read,1,
original article here.associate,1,
professor rodger shanahan,1,
research fellow,1,
lowy,2,
policy,1,
khaled sabsabi,2,PERSON
urgent rhythm,1,
tripoli,1,GPE
lebanon,2,GPE
ceremonial percussion,1,
sufism,4,ORG
islam,1,ORG
profound influence,1,
literature.this sonic memory,1,
sabsabi,11,PERSON
work,3,
lebanon,2,GPE
family members,1,
sufism,4,ORG
sabsabi,11,PERSON
abc,2,ORG
sufi,4,NORP
human beings,2,
sufism,4,ORG
sabsabi,11,PERSON
abc,2,ORG
sydney,4,GPE
blake,1,
naqshbandi greenacre engagement,1,
three-channel video work,1,
naqshbandi sufi muslims,1,NORP
greenacre,1,FAC
scout hall,1,
group melodic,1,
restless toddlers,1,
beige walls,1,
regulation-blue carpet,1,
sabsabi,11,PERSON
humdrum setting,1,
perth,1,
art,1,
pica,4,ORG
sabsabi,11,PERSON
largest-ever survey exhibition,1,
self portrait,2,
curated,1,
italian critic,1,
eugenio viola,1,PERSON
years.the title installation,1,
hand-cut stencils,1,
arabic,1,LANGUAGE
urdu,1,GPE
sabsabi,11,PERSON
work,3,
tidy sequence,1,
singular meaning.sabsabi,1,
clumsy marker,1,
pica,4,ORG
political reality,1,
spiritual complexity,1,
show work,1,
sufi,4,NORP
human beings,2,
professor marcia langton,1,
aboriginal,1,PERSON
simplify things,1,
past identity,1,
ethnicity exists,1,
sabsabi,11,PERSON
lebanese,1,NORP
civil war,2,
auburn,1,PERSON
sydney,4,GPE
granville,1,
high school,1,
nascent creativity,1,
mr roulston,1,
formative influence,1,
hip hop,1,
acts,1,
enemy,1,
poets,1,
tools —,1,
remix —,1,
hip,2,
social awareness,1,
creative expression,1,
sabsabi.in,1,
hip hop crew,1,
cod,1,ORG
count,1,
damage,1,
sydney,4,GPE
eleven,1,ORG
alternative narratives,1,
muslim-australian,1,
khadim ali,1,PERSON
hoda afshar,1,
new land,1,
civil war,2,
relate [,1,
hip hop ],1,
community theatre groups,1,
art projects,1,
visual arts,1,
sabsabi,11,PERSON
slow burn,1,
cultural understanding,1,
australian,1,NORP
global construct,1,
post-trump world,1,
islamophobic,1,NORP
set,1,
sabsabi,11,PERSON
best-known pieces,1,
veils,1,
100-channel installation drawing,1,
own archival images,1,
syria,1,GPE
refracts scenes,1,
damascus,1,GPE
geopolitical agendas,1,
human place,1,
lately,1,
sabsabi,11,PERSON
work,3,
corner,1,PERSON
pica,4,ORG
sufi,4,NORP
order ancestors,1,
silence,1,
year ,1,
biennale,1,
sydney,4,GPE
shows worshippers,1,
different faiths,1,
sufi,4,NORP
burial site,1,
delhi,1,
sabsabi,11,PERSON
universal nature,1,
sufism,4,ORG
continuous drum,1,
hip,2,
human condition,1,
common thing,1,
khaled sabsabi,2,PERSON
self portrait,2,
pica,4,ORG
october,1,
