word,count,entity
australian,3,NORP
jason phu,2,PERSON
john,2,
zerunge,6,
burrangong affray,5,
three-part project,1,
artist residency,1,
community consultation,1,
young.as,1,
legacy publication,1,
young.on,1,
long white wall,1,
photographic prints,1,
john,2,
zerunge,6,
archival images,1,
rush,1,
contemporary photographs,1,
currawong,2,GPE
chinese gold miners,1,
james roberts,2,PERSON
june,3,
gathering.from amongst,1,
tragic events,1,
lambing flats,1,ORG
zerunge,6,
important act,1,
roberts,1,
whole event,1,
wing websites,1,
lambing flat riots,5,
success story,1,
artist reflects.young,1,
zerunge,6,
post-modernist world,1,
says.the artist acknowledges,1,
chinese migrants,1,
complicit role,1,
australia,1,GPE
wiradjuri exists.a,1,
jason phu,2,PERSON
entire ground floor,1,
video documentation,1,
phu,4,GPE
zerunge,6,
residency,1,
gallery wall.on,1,
drop sheets,1,
flag-like shapes,1,
flag depicts,1,
playful variation,1,
chinese characters,1,
english,1,LANGUAGE
phu,4,GPE
roll up,3,
lambing flat folk museum.he,1,
roll up,3,
roll up,3,
st andrew,1,
cross,1,
five-point stars,1,
southern cross,1,
roll ups,1,
violent public meetings,1,
gold miners,1,
chinese immigration,2,
roll-ups,1,
sundays,1,DATE
'd organise,1,
chinese [ miners ],1,
phu,4,GPE
emotional response,1,
flag ],1,
artist role,1,
truth —,1,
… [,1,
lambing flat riots,5,
england,1,GPE
ireland,1,GPE
scotland,1,GPE
america,2,GPE
germany,1,GPE
chinese miners,1,
burrangong,2,GPE
zerunge,6,
[ event ],1,
trump,1,
america,2,GPE
us economy,1,
phu,4,GPE
contemporary resonances,1,
[ country ] story,1,
violence ],1,
phd,1,
dr karen schamberger,1,
burrangong affray,5,
crucially,1,
australia policy.anti-chinese,1,
nsw,1,
lambing flat riots,5,
n't pass,1,
chinese workers,1,
useful traders,1,
chinese immigration,2,
potential solution,1,
labour shortage,1,
wales,3,
direct response,1,
lambing flat riots,5,
chinese immigration act,1,
wales,3,
november,2,
restriction,1,
australia policy,2,
chinese immigrants,1,
furniture trade.both,1,
tai,2,PERSON
schamberger,1,ORG
emotional part,1,
burrangong affray,5,
young community,1,
burnt offering —,1,
chinese-taoist,1,
historical sites,1,
blackguard gully,1,PERSON
main chinese encampments burnt,1,
james roberts,2,PERSON
currawong,2,GPE
chinese cemetery,1,
murrumbarrah,1,GPE
tai,2,PERSON
hilltops,1,
] council,1,
permanent monuments,1,
site ],1,
fantastic outcome,1,
burrangong affray,5,
august,1,
centre,2,
art,1,
sydney,1,GPE
ibis stalk,1,
pool,2,
remembrance,4,
black scythe beaks,1,
cold wind blows,1,
white feathers,1,
temple friezes,1,
pharaoh,1,GPE
egypt,1,GPE
ancient world,1,
gum leaves,1,
reconciliation,1,
sydney,1,GPE
aboriginal,2,PERSON
torres strait islander,1,ORG
indigenous,4,
australian defence forces,1,
anzac,1,
may.a,1,
matraville soldiers settlement,1,
public school,1,
catafalque,1,
perfect precision,1,
staccato drum beat.the,1,
mc david williams,1,
steady hand,1,
australian,3,NORP
navy service,1,
proud history,1,
family members,1,
defence forces,1,
horse,1,
present day.since,1,
boer,1,
aborigines,1,ORG
torres strait islanders,1,LOC
australia,1,GPE
possibly,1,
world war,2,
aboriginal,2,PERSON
gallipoli,1,GPE
world war,2,
ii,1,
july,1,
morlancourt,1,GPE
william rawlings,1,PERSON
german communications trench system,1,
rawlings,1,PERSON
rare bravery,1,
medal,1,
black diggers,1,
robert h,1,
straight,1,ORG
aglow .they,1,
ode,2,
remembrance,4,
william irwin,1,PERSON
33rd battalion,1,
distinguished conduct medal,1,
machine gun posts,1,
mont st quentin,1,FAC
august,1,
wounds sustained.they,1,
years condemn.at,1,
ode,2,
remembrance,4,
warrant,1,
leonard waters,1,PERSON
indigenous australian,1,
waters,1,ORG
squadron raaf,1,
black magic,1,
kittyhawk,1,
dutch,1,
guinea,1,
morotai,1,GPE
borneo,1,GPE
japanese positions.lance,1,
corporal kath walker,1,
stradbroke,1,
qld,1,GPE
awas,1,
singapore,1,GPE
oodgeroo noonuccal,1,ORG
aboriginal australian,1,
father fathersthe pain,1,
children childrenthe,1,
glad tomorrow.corporal,1,
roy mundine,1,PERSON
5th battalion,1,
vietnam,1,
steve dodd,1,PERSON
korea,1,GPE
lst battalion,1,
rar,1,
long honour roll unfolds,1,
present day.i 'm,1,
st joseph,1,
college,1,
indigenous,4,
guest speaker,1,
chloe dray,1,PERSON
indigenous,4,
norforce.her,1,
epic journey,1,
home country,1,
tough hurdles,1,
fine tertiary education,1,
army career,1,
poster woman,1,
military life.her,1,
proud family,1,
silent tears,1,
indigenous,4,
school children,1,
pool,2,
remembrance,4,
yellow blooms.the,1,
post cuts,1,
young serviceman faints,1,
minute silence,1,
immediate attendance,1,
st john ambulance,1,
boys mob captain,1,
chloe,1,
young companions,1,
veterans,1,
indigenous defence,1,
force leaders,1,
koori times.and,1,
morning ...,1,
new young generation,1,
indigenous australian,1,
australian,3,NORP
perfect illustration,1,
new generation,1,
indigenous mentoring experience,1,
jack manning bancroft.caroline jones,1,
abc,1,ORG
australian,3,NORP
government announces,1,
additional refugees,1,
worth,1,
data shows,2,
generous intake,1,
sound immigration policy,1,
tim dunlop.in,1,
australia,4,GPE
approach,1,
asylum seekers,3,
syrian,1,NORP
vital immigration,1,
australia.in,1,
generous approach,1,
broader figures,1,
recent report,1,
settlement agency,1,
ames,1,ORG
deloitte access economics,2,ORG
karen,6,PRODUCT
nhill,8,GPE
victoria.the karen,1,
diverse group,1,
burma,1,PERSON
ethnic violence,1,
karen,6,PRODUCT
nhill,8,GPE
government program,1,
rural areas.the report,1,
nhill,8,GPE
conservative community,1,
working-age population,1,
flow-on implications,1,
social prosperity,1,
main employer,1,
luv-a-duc,1,
food processing centre,1,
luv-a-duck,1,
karen,6,PRODUCT
potential employees,1,
.the scheme,1,
resettlement process,1,
karen,6,PRODUCT
nhill,8,GPE
significant numbers,1,
age adults,1,
young children ... .a total,1,
full time,1,
equivalent,1,
fte,1,ORG
regional economy,1,
year period,1,
total employment,1,
hindmarsh.the,1,
economic impact,1,
gross,1,
product,1,
deloitte access economics,2,ORG
present value terms.the,1,
ceo,1,
shire,1,
social impact,1,
karen,6,PRODUCT
nhill,8,GPE
karen,6,PRODUCT
nhill,8,GPE
community leadership,1,
work.the report,1,
successful resettlement,1,
strong leadership,2,
host community,2,
host community,2,
new settlers,1,
initial accommodation,1,
new arrivals,1,
• support,1,
new families,1,
• management,1,
cultural adjustment,1,
strong leadership,2,
• potential settlers,1,
new environment,1,
abbott,1,
australia,4,GPE
christians,2,NORP
syria,1,GPE
liberal values,1,
counterproductive.such discrimination,1,
karens,1,NORP
theravada buddhists,1,PERSON
practice animism,1,
nhill,8,GPE
small case,1,
australia,4,GPE
nhill,8,GPE
australia,4,GPE
writ small.the bigots,1,
limit refuge,1,
christians,2,NORP
non-discriminatory immigration policies,1,
wrong approach.part,1,
economic effects,1,
humanitarian immigration,1,
insider,1,
comprehensive,1,
statistical data,1,
economic contribution,1,
australian,1,NORP
statistics,1,
data deficit,1,
report shows,1,
humanitarian migrants,1,
migrant taxpayers,1,
skilled,1,
employee,1,GPE
humanitarian,1,NORP
entrepreneurial qualities,1,
emphasis,1,
think,1,
asylum seekers,3,
offshore detention centres,1,
backbencher tweets somethings,1,
daniel webb,1,PERSON
centre,1,
asylum seekers offshore,1,
refugee agency ,1,
entire budget,1,
south-east asia.it,1,
abs,1,
basic humanitarian considerations,1,
absolute waste,1,
such detention,1,
potential benefits await,1,
bad news,1,
asylum seekers,3,
data shows,2,
generous immigration policy,1,
sound immigration policy.tim,1,
dunlop,1,
front page,1,
media,1,
rise,1,
audience,1,
twitter,1,GPE
anzacs,4,PERSON
australia,3,GPE
wwi,1,ORG
sufficient european origin,1,
.when war,1,
australia policy,2,
chinese-australian,3,NORP
gold rush,1,ORG
late 1800s.historian,1,
emily cheah ah-qune,1,
gallipoli,1,GPE
medical officers,2,
cheah ah-qune,2,
anzacs,4,PERSON
melbourne,2,GPE
museum.she,1,
chinese-australian,3,NORP
australian,2,NORP
imperial force,1,
aif,2,ORG
australia,3,GPE
heavy losses,1,
young men overseas,1,
ms cheah ah-qune,3,PERSON
said.the law,1,
ms cheah ah-qune,3,PERSON
medical officers,2,
young men,1,
victorian,1,
benjamin moy ling,1,PERSON
60th battalion,1,
divisional signals,1,
mr moy ling,2,
great-niece,1,
serena cheung,1,PERSON
australia,3,GPE
ben,1,PERSON
front,2,
ms cheung,2,PERSON
applications forms,1,
mr moy ling,2,
melbourne,2,GPE
ms cheung,2,PERSON
said.the delay,1,
anzacs,4,PERSON
aif,2,ORG
cheah ah-qune,2,
military honours,1,
chinese-australian,3,NORP
gallantry awards,1,
ms cheah ah-qune,3,PERSON
croix,1,
guerre,1,
chinese heritage,2,
australia policy,2,
[ descendants,1,
anzacs,4,PERSON
large part,1,
australian,2,NORP
kevin hughes,1,PERSON
chinese heritage,2,
chinese-australian,1,NORP
front,2,
france,1,GPE
mr hughes,4,WORK_OF_ART
thomas,1,PERSON
david,1,PERSON
john,1,PERSON
huey,1,PERSON
hughes,1,ORG
long time,1,
mr hughes,4,WORK_OF_ART
chinese chapter,1,
family history,1,
family ],1,
thomas huey,1,
prolific postcard writer,1,
french,1,NORP
rosetta,1,PERSON
mr hughes,4,WORK_OF_ART
kindest regards,1,
dearest sister,1,
good girl,1,
great care,1,
great fortune,1,
well,1,
darling sister,1,
your,1,
tom,2,PERSON
direct link,1,
mr hughes,4,WORK_OF_ART
hot weather,1,
germans,1,NORP
wire paddocks,1,
german prisoners,1,
will,1,
tom,2,PERSON
australia,6,GPE
mother citizenship,1,
kathleen quan mane,1,
australia,6,GPE
air force,1,ORG
final year,1,
world war,3,
ii.ms quan mane,1,
doreen,1,PERSON
chinese-australian,3,NORP
war effort,1,
91-year-old war veteran,1,
sydney,1,GPE
australian-born,1,
chinese mother,1,
cantonese,2,NORP
australia,6,GPE
early 1900s.she,1,
defence,2,
australian,7,NORP
wwii,1,
ms quan mane,6,PERSON
mum,1,
australian,7,NORP
country town,1,
australian,7,NORP
foreigner [,1,
police station,1,
australia,6,GPE
european descent,1,
australia,6,GPE
discriminatory policies,1,
ms quan mane,6,PERSON
family members,1,
] sisters,1,
defence force,1,
military family,1,
chinese girls,1,
world war,3,
ii,2,
australian,7,NORP
defence,2,
auxiliary australian,1,
air force,2,ORG
waaaf,2,ORG
nation world war,1,
ii,2,
women services.when,1,
ms quan mane,6,PERSON
waaaf,2,ORG
clark general,1,
secret job,1,
national security legislation.as decoders,1,
confidential messages,1,
military code,1,
english,1,LANGUAGE
vice versa,1,
troop movements,1,
personnel movements,1,
movements —,1,
ms quan mane,6,PERSON
ms quan mane,6,PERSON
australian,7,NORP
air force,2,ORG
extraordinary year,1,
cantonese,2,NORP
chinese food,1,
chinese lifestyle,1,
aussies,1,NORP
real ocker,1,
australian,7,NORP
going,1,
bit apprehensive,1,
nice —,1,
big step,1,
records,1,
chinese museum,1,
melbourne,1,GPE
chinese-australian,3,NORP
world war,3,
ii.after,1,
japan,1,GPE
ms quan mane,6,PERSON
relief,1,
rehabilitation,1,
unrra,1,ORG
humanitarian work,1,
china,1,GPE
australia,6,GPE
honorary secretary,1,
waaaf wa,1,
2016.her niece,1,
kaylene poon,1,ORG
local history researcher,1,
perth,1,GPE
little-known stories,1,
chinese-australian,3,NORP
ms poon,1,
anzacs,1,PERSON
australian,7,NORP
different colour,1,
robber portrait,1,
abc,3,ORG
tv smash,1,
rake,1,PERSON
year ,2,
archibald prize.newcastle,1,
nigel milsom,1,PERSON
prestigious art prize,1,
charles waterstreet.the,1,
art,1,
wales,1,
sydney.milsom,1,
albury,1,ORG
charles waterstreet,1,PERSON
parents.the artist,1,
mr waterstreet,4,PERSON
prominent legal identity,1,
abc,3,ORG
show —,1,
close bond,1,
milsom,7,PERSON
australian,2,NORP
art prizes,1,
milsom,7,PERSON
great man,1,
linen work,1,
waterstreet,1,PERSON
hands,1,
milsom,7,PERSON
otherworldly-type character,1,
milsom,7,PERSON
abc,3,ORG
complex person,1,
physical features,1,
clear standout,1,
milsom,7,PERSON
archibald,4,ORG
previous winner,1,
sulman prize.milsom,1,
mr waterstreet,4,PERSON
diverse person,1,
different facets,1,
different things,1,
good friend,1,
real force,1,
milsom,7,PERSON
sulman,2,
convenience store,1,
mr waterstreet,4,PERSON
recognition,1,
mr waterstreet,4,PERSON
milsom,7,PERSON
bad news,1,
nigel,1,PERSON
archibald,4,ORG
archibald,4,ORG
diverse —,1,
whole circle,1,
anne ryan,1,PERSON
young mother,1,
new baby,1,
art world,1,
year ,2,
sulman,2,
jason phu,2,PERSON
was,1,
yum cha,1,
rolled,1,
severed heads,1,
buddha,2,PERSON
fear,1,
malice,1,
death,1,
wynne,1,
natasha bieniek,1,ORG
biophilia,1,
chinese-australian,2,NORP
buddha,2,PERSON
jason phu,2,PERSON
buddhism,1,ORG
chinese-australian,2,NORP
archibald packing,1,
room prize,2,
main award,1,
sydney,1,GPE
bruno jean grasswill,1,PERSON
michael caton,1,PERSON
australian,2,NORP
classic film,1,
castle.the packing,1,
room prize,2,
archibald,4,ORG
gallery staff,1,
kelly cao,3,PERSON
eric fan,1,PERSON
long-held traditions,1,
chinese new year,3,EVENT
australia.they,1,
yanan,4,GPE
lily,3,PERSON
red envelopes,3,
good luck,1,
prosperity.the envelopes,1,
own childhoods,1,
china,4,GPE
lunar year,1,
friends.their celebrations,1,
asian vegetables,1,
red envelopes,3,
red means,1,
kelly cao,3,PERSON
chinese new year,3,EVENT
new clothes,2,
new clothes,2,
family members,1,
new year,1,
snake.more,1,
australian,1,NORP
christmas,1,DATE
easter,1,ORG
yanan,4,GPE
lily,3,PERSON
chinese heritage,1,
chinese-australian,1,NORP
adelaide,2,GPE
china,4,GPE
yanan,4,GPE
chinese new year,3,EVENT
red envelopes,3,
kelly,1,
eric,1,PERSON
chinese names,1,
fuqing,1,GPE
zhongcui,1,PERSON
tough decision,1,
australia,4,GPE
yanan,4,GPE
adelaide,2,GPE
manual work,1,
language,1,
china,4,GPE
australia,4,GPE
kelly cao,3,PERSON
berri,1,ORG
australian riverland,1,
takeaway store.the birth,1,
lily,3,PERSON
australia.for eric fan,1,
australia,4,GPE
big country,1,
big space,1,
bright new future,1,
freedom,1,
australia,4,GPE
china,4,GPE
australian,4,NORP
chinese secret police,2,
hengjun,1,
guangzhou,1,GPE
chinese secret police,2,
human rights abuses,1,
mobile phone.but,1,
abc,1,ORG
dr yang.another,1,
china,4,GPE
prime,1,
julia gillard.the,1,
chinese government denies,1,
dr yang,1,PERSON
so-called disappearance.greens senator,1,
scott ludlam,1,PERSON
australia,2,GPE
china,4,GPE
communist dictatorship,1,
effective democracy,1,
[ disagree ],1,
australia,2,GPE
federal labor backbencher,1,
michael danby,1,PERSON
china,4,GPE
australian,4,NORP
china,4,GPE
actions,1,
australian,4,NORP
australian,4,NORP
chinese state,1,
australia,2,GPE
foreign investment,10,
review,1,
firb,3,ORG
foreign residential real estate approvals,1,
foreign property investment boom,1,
bad news,1,
financial industries,1,
weak household income growth,1,
local borrowers,1,
market activity,1,
australian,6,NORP
cities.firb suggests,1,
china,1,GPE
overall decline,1,
overseas approvals,1,
chinese demand,1,
firb,3,ORG
application fees,1,
chinese overseas,1,
direct investment capital,1,
global economy.but,1,
standing,1,
economics,1,
foreign investment,10,
residential real estate,4,
public disquiet,1,
foreign investment,10,
timely data,1,
foreign investment,10,
residential real estate,4,
foreign investment,10,
residential real estate,4,
from.four years,1,
firb,3,ORG
data collection,1,
foreign capital,2,
local house prices.the,1,
approvals data,2,
potential investment,1,
actual investment,1,
key differences,1,
potential,1,
multiple properties,1,
them.we need,1,
individual foreign real estate investment,2,
approvals data,2,
city level,1,
investment levels,1,
data,1,
sydney,3,GPE
widespread concern,1,
foreign investment,10,
sydneysiders,3,ORG
foreign investors,3,
residential real estate,4,
government regulation,1,
sydneysiders,3,ORG
chinese investors buying properties,1,
foreign investment,10,
sydney.yet,1,
real estate investments,1,
foreign investment,10,
sydneysiders,3,ORG
foreign buyers,1,
new decline,1,
foreign investment,10,
chinese real estate investment,1,
property developers,2,
real estate media,1,
chinese investors,1,
market property developments,1,
new foreign client base.in,1,
larry schlesinger,1,PERSON
bernard,1,
indian migrants,1,
australia,2,GPE
means property investors need,1,
cultural sensitivity,1,
residential property,1,
resell value.between,1,
property developers,2,
up-to-date research,1,
foreign investors,3,
consumer preferences,2,
market forecasts,1,
key needs,1,
foreign university students.some,1,
global real estate agents,1,
australian,6,NORP
australian,6,NORP
capital gain,1,
property sale,1,
tuition fees.many property developers,1,
long-term development pipelines,1,
foreign capital,2,
consumer preferences,2,
foreign investors,3,
future needs,1,
affordability problems,1,
recent foreign real estate investment mania,1,
chinese-australian,1,NORP
international chinese investors,1,
media coverage,1,
new report,1,
asian families buying,1,
australian,6,NORP
foreign investment rules,1,
chinese-australian,1,NORP
long-term migration,1,
education plans,1,
different,1,
investor groups,1,
different ways,1,
super-rich absentee investors,1,
different impact,1,
neighbourhood life,1,
middle-class migrants,1,
international students.if,1,
federal government,1,
foreign investment,10,
possible risks,1,
individual foreign real estate investment,2,
research suggests,1,
government pro-foreign investment stance,1,
intercultural community relations,1,
australia.in,1,
maurice daly,1,PERSON
classic book,1,
sydney boom,1,WORK_OF_ART
sydney bust,1,ORG
… fluctuation,1,
property prices,1,
sydney,3,GPE
australian,6,NORP
foreign people,1,
sydney,3,GPE
financial services sector,1,
urban real estate,1,
general population,1,
foreign real estate investment,2,
financial services industries,1,
surplus capital,1,
australian,6,NORP
global money today.a key lesson,1,
financial system,1,
short-term ruptures,1,
system.we need,1,
collective impacts,1,
foreign real estate investment,2,
film maker,1,
looking,1,
broad sweep,1,
australian,5,NORP
sweden,1,GPE
northern european faces,1,
screens.it ,1,
interview series,1,
cultural backgrounds.as,1,
israel,1,GPE
cultural diversity,3,
it.that ,1,
noteworthy pioneers,1,
cosmopolitan society,1,
artists,1,
nick giannopoulos,1,PERSON
hong kong,1,GPE
clara law.but,1,
great demographic changes,1,
southern hemisphere,1,
anglo,1,NORP
cosmopolitan society.in part,1,
new stories,1,
cultural diversity,3,
migrants populate,1,
mainstream sense,1,
collective identity,1,
cultural diversity,3,
anglosphere.it,1,
late nineties,1,
early noughties,1,
social tensions,1,
nation,1,
cronulla,1,ORG
disturbing regression.it,1,
official level,1,
national self interrogation,1,
republicanism.the result,1,
anglo-celt,1,ORG
australian,5,NORP
australian,5,NORP
mass migration,1,
overall mood.the leaders,1,
major political parties,1,
centre stage,1,
federal government,1,
australian multicultural,1,
advisory council,1,
rudd,1,PERSON
howard,1,PERSON
word.australian storytellers,1,
new surge now.perhaps,1,
budget local film,1,
australia,1,GPE
fresh air,1,
baz luhrmann,1,PERSON
ivan,1,PERSON
balkans,1,LOC
chinese-australian,1,NORP
asian-australian darwin.what,1,
main focus,1,
film.this year,1,
migrant experience,1,
combination,1,PRODUCT
cedar,1,
cultural tensions,1,
sydney,1,GPE
fists,1,NORP
heart,1,
migrant story,1,
perth.on,1,
sbs,1,ORG
carla cametti pd,1,ORG
broadcaster ,1,
long history,1,
multicultural drama,1,
face comedy,1,
paul fenech,1,
swift,1,ORG
shift couriers.in,1,
nam,1,
dylan thomas,1,
debut collection,1,
short stories,1,
boat,1,
australian,5,NORP
christos tsiolkas,1,PERSON
new novel,1,
slap,1,
new cosmopolitan middle class.these,1,
new era flourish,1,
power relations,1,
cultural 'centre,1,
new voices,1,
factor.a danger,1,
australian,5,NORP
egalitarian society,1,
power imbalances,1,
fair go.the key,1,
australia,12,GPE
population,2,
australian,5,NORP
statistics,1,
abs,2,
record time,1,
net migration,1,
outpace births,1,
abs,2,
population clock estimates,1,
australia,12,GPE
population,2,
new population record,1,
millionth person,1,
political commentator,1,
george megalogenis,2,PERSON
chinese student,1,
skilled worker,1,
migrant groups,1,
australia,12,GPE
world program,1,
extraordinary number,1,
natural increase,2,
australia,12,GPE
migration story,3,
net overseas migration —,1,
arrivals minus departures —,1,
australia,12,GPE
growth,1,
natural increase,2,
gold rushes,1,
megalogenis,4,ORG
arrival figures,1,
net overseas migration,1,
china,2,GPE
visa category,1,
international students,2,
china,2,GPE
common country,1,
international students,2,
australia.university,1,
melbourne,4,GPE
jinghua liang,1,PERSON
australia,12,GPE
multicultural society,1,
australian,5,NORP
fresh air,1,
blue sky,1,
good food —,1,
] emus,1,
pretty attractive thing,1,
ms liang,2,PERSON
vacations …,1,
australian,1,NORP
journalism student,1,
australian,5,NORP
chinese woman,1,
english,2,LANGUAGE
pretty awesome,1,
aussie,1,PERSON
cultural reasons,1,
pretty multicultural environment,1,
good stories,1,
ms liang,2,PERSON
chinese women,2,
australia,12,GPE
jaw drops —,1,
chinese-born,2,
australia,12,GPE
gender skews,1,
migrant group,1,
megalogenis,4,ORG
megalogenis,4,ORG
predicts marriages,1,
chinese-born,2,
indian-born,1,
heavy gender skew,1,
australian,5,NORP
australia,12,GPE
century —,1,
australian,5,NORP
vibrant —,1,
protestant,1,
england,1,GPE
catholic female,1,
ireland,1,GPE
chinese women,2,
indian men,1,
great ability,1,
future decades,1,DATE
megalogenis,4,ORG
different states,1,
australia,12,GPE
ethnic backgrounds,1,
eurasian,2,NORP
melbourne,4,GPE
sydney,2,GPE
zealand,1,NORP
migration story,3,
gold coast,1,
brisbane,1,GPE
english,2,LANGUAGE
african,1,
migration story,3,
perth,1,GPE
different directions —,1,
eurasian,2,NORP
anglo,1,NORP
concerns,1,
transport infrastructure,1,
property prices,1,
sydney,2,GPE
melbourne,4,GPE
population growth,2,
political issue,1,
cities.last month,1,
population growth,2,
migration intake,1,
coalition,1,ORG
backbench,1,
bill shorten,1,PERSON
australia,12,GPE
work visas,1,
prime,1,
malcolm turnbull,1,PERSON
melbourne,4,GPE
tony abbott,1,PERSON
labor party,1,
ethnic activists,1,
migration policy,1,
mass migration program —,1,
australia,12,GPE
difficult debates,1,
n't trust,1,
infrastructure —,1,
asylum seekers,1,
so-called gangs,1,
watch,1,
full interview,1,
george megalogenis,2,PERSON
aest,1,
diplomatic dramas,1,
china,7,GPE
deep freeze.but,1,
sydney,2,GPE
chinese entrepreneurs,1,
australian,3,NORP
chinese business leaders,1,
china zhejiang–australia,1,
symposium,1,
sole aim,1,
good ideas.this,1,
chinese business people,1,
australia,7,GPE
diplomatic tensions,1,
diplomatic relations,2,
australia,7,GPE
china,7,GPE
australia,7,GPE
favourable investment,1,
tax policies,1,
attractive country,1,
china,7,GPE
zhang qingshan,1,PERSON
chinese communist party,1,
provincial leader,1,
australia,7,GPE
business backdrop,1,
china,7,GPE
diplomatic relations,2,
foreign minister,1,
julie bishop,1,PERSON
buenos aires,1,PERSON
australia,7,GPE
diplomatic relationship,1,
china.that,1,
australian,3,NORP
andrew hastie,1,PERSON
parliamentary privilege,1,
chinese-australian,1,NORP
chau chak wing,1,PERSON
general assembly president.there,1,
longstanding tensions,1,
australia,7,GPE
stance,1,
beijing,2,GPE
militarisation,1,
china sea.mr zhang,1,
sydney,2,GPE
economic friendship,1,
mutual trust,1,
mutual understanding,1,
increase people-to-people communication,1,
such kind,1,
good chance,1,
yuyang,1,
top cloud agri,1,
co,1,
australia.he,1,
beijing,2,GPE
canberra,1,GPE
great potentials,1,
potential agriculture technologies,1,
agriculture trade,1,
mr chen,1,PERSON
bilateral trade investment,1,
short term,1,
ca n't,1,
australian,3,NORP
chinese ports,1,
china,7,GPE
willingness,1,
economic leverage,1,
top-secret report,1,
chinese government,1,
australia,7,GPE
political parties,1,
past decade.but business,1,
this.former trade minister,1,
craig emerson,1,PERSON
trade problem,1,
china,7,GPE
australia china,1,
business council,1,
nsw,1,ORG
encouraging imports,1,
china,7,GPE
mr emerson,1,PERSON
commercial relationship,2,
rocky time,1,
time —,1,
cultural relationship,1,
commercial relationship,2,
hong kong,7,GPE
chinese-australian,1,NORP
badiucao,5,ORG
chinese-ruled,1,
chinese authorities,2,
badiucao,5,ORG
persistent thorn,1,
beijing,1,GPE
international solo event.his work highlights themes,1,
rights violations,1,
chinese communist party rule.he,1,
chinese president,1,
xi jinping,1,PERSON
winnie,1,
pooh,1,
— images,1,
disney,1,ORG
chinese social media,1,
mr xi,1,PERSON
exhibition 'gongle,1,
